Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
18150,55,3,Student,Tier_2,3630,1071,885,2560,1059,404,547,1121,604,1575,293,6,1149,4402,209,297,55,155,232,6,77,38
83957,56,0,Student,Tier_3,12594,0,2256,10545,4216,2391,3846,5469,3861,0,889,14,11866,37890,725,272,684,746,1430,52,0,215
24424,23,2,Self_Employed,Tier_1,7327,0,612,2990,1590,802,1145,1201,870,1783,522,6,1536,5581,298,364,227,172,123,37,74,108
37459,43,4,Self_Employed,Tier_2,7492,2057,844,4845,1964,776,975,1511,1205,2700,824,8,3100,12267,967,279,163,61,317,16,118,242
14221,41,0,Professional,Tier_1,4266,0,583,1532,806,697,322,958,635,0,165,6,895,4258,301,60,171,64,211,26,0,24
13513,50,0,Self_Employed,Tier_3,2027,0,565,1900,841,356,310,1037,532,0,198,7,966,5748,519,198,20,44,83,4,0,13
52027,25,1,Self_Employed,Tier_2,10405,0,2536,6857,3397,2590,1892,3447,2401,3408,980,12,6379,14113,1762,327,759,366,900,54,20,288
21038,61,3,Self_Employed,Tier_1,6311,0,953,3087,1524,556,589,1149,953,1634,570,8,1640,3712,705,119,39,76,344,17,21,166
15152,60,1,Self_Employed,Tier_2,3030,0,314,2083,853,622,497,1100,627,1480,434,7,1054,4112,260,223,63,120,165,9,4,75
17933,51,2,Retired,Tier_1,5380,921,796,2053,1159,625,652,789,745,1165,381,8,1428,3268,227,127,31,151,160,34,19,32
52476,51,3,Retired,Tier_3,7871,0,2572,7405,3693,1502,1139,4161,1706,4787,677,10,5460,16962,822,460,152,81,1151,69,168,199
18137,41,4,Retired,Tier_2,3627,0,649,1902,1241,759,792,1048,885,1301,381,6,1164,5551,305,298,142,210,142,23,47,53
27305,19,3,Self_Employed,Tier_2,5461,0,680,2890,1497,1006,693,1978,930,1947,749,9,2454,9473,250,415,193,118,323,25,72,225
30363,25,0,Self_Employed,Tier_2,6073,3166,819,4404,2273,1209,1018,2304,981,0,372,6,1717,7745,857,138,351,224,567,11,0,23
6471,42,0,Professional,Tier_2,1294,0,292,697,327,234,299,363,286,0,107,9,568,2571,195,83,58,59,39,4,0,26
9247,47,0,Professional,Tier_3,1387,1153,453,966,584,207,413,676,460,0,273,5,491,2675,202,55,43,83,50,19,0,58
39261,49,3,Professional,Tier_1,11778,0,1911,5842,2312,1929,1832,2160,1748,2707,517,6,2451,6524,969,358,418,526,296,32,13,119
16636,47,0,Self_Employed,Tier_1,4991,1263,580,2007,882,639,688,823,810,0,480,10,1657,3473,541,192,161,125,192,17,0,139
69866,24,0,Retired,Tier_2,13973,12879,2690,9590,5087,3010,1890,5078,3016,0,924,10,7280,11726,1994,1320,883,502,582,30,0,246
65017,41,1,Self_Employed,Tier_1,19505,0,2605,8933,4944,1679,2074,3143,2716,6351,1529,10,6691,11536,2439,1418,238,202,403,107,80,175
53332,26,0,Self_Employed,Tier_2,10666,0,1745,6079,3523,2038,1228,2810,1723,0,1148,11,5894,22372,779,426,364,343,837,62,0,283
128640,33,1,Student,Tier_2,25728,0,6195,13511,8625,5185,4011,7510,5669,9526,2006,24,30947,40672,1667,1406,1277,505,1705,221,379,312
28071,19,2,Self_Employed,Tier_2,5614,3860,1251,3030,1874,936,566,1576,1383,2194,689,7,2014,5099,205,525,188,164,268,37,14,205
50416,52,3,Professional,Tier_2,10083,0,1212,6052,3058,1511,1829,2614,1983,3961,523,10,5236,17590,362,397,280,247,596,41,172,104
18797,51,1,Student,Tier_1,5639,0,451,2779,1233,759,405,839,819,1349,391,7,1310,4133,796,168,53,111,133,3,12,107
213384,39,3,Student,Tier_2,42677,0,7857,25417,14208,10432,4974,10927,8276,13589,2372,23,48892,72654,4208,1021,1231,429,1532,110,266,129
146658,36,3,Self_Employed,Tier_2,29332,20479,5291,21250,11723,5670,5496,8884,6694,13365,3108,17,15367,15367,4608,601,809,558,1915,12,237,765
30286,38,4,Self_Employed,Tier_1,9086,1813,623,4250,1818,1171,666,1256,1366,2246,692,8,2423,5299,1274,380,214,40,155,28,23,177
40873,29,1,Professional,Tier_1,12262,0,1376,5186,3005,1216,1664,2035,1578,3257,1089,13,5420,8205,544,303,156,181,379,36,25,117
89000,28,0,Professional,Tier_2,17800,0,4312,9394,5189,2321,3580,5560,4374,0,1788,13,11260,34683,2658,1370,192,402,483,119,0,235
26669,36,4,Self_Employed,Tier_2,5334,0,890,3630,1574,1238,1266,1646,982,1963,372,6,1661,7775,797,210,272,101,402,40,17,36
17741,23,1,Professional,Tier_2,3548,0,712,2389,908,384,604,1339,662,1435,234,9,1515,5523,292,251,63,127,277,27,29,69
60364,59,1,Professional,Tier_2,12073,0,2482,7434,3283,2435,3006,3174,1866,5849,1471,10,6213,17291,852,449,437,762,884,52,188,108
31943,31,2,Self_Employed,Tier_1,9583,0,668,3954,1985,1201,1522,1647,1137,2904,946,9,2920,6396,779,539,251,216,232,32,71,235
34730,50,0,Professional,Tier_2,6946,0,985,3550,2580,1421,1144,1911,1277,0,776,7,2382,14139,1064,577,331,94,280,17,0,207
15391,64,2,Student,Tier_3,2309,0,741,1818,1015,702,454,1056,511,1075,449,7,1062,5261,227,54,107,74,250,13,14,124
7592,55,3,Student,Tier_1,2278,0,268,922,480,332,263,359,354,713,162,9,678,1461,194,127,35,27,46,13,20,16
36238,30,0,Professional,Tier_2,7248,0,1789,3941,2722,1237,1237,1633,1178,0,974,5,1867,14280,995,684,228,179,103,8,0,164
61878,43,2,Student,Tier_1,18563,0,2899,6812,4481,1954,1535,3155,2426,3641,643,14,8941,15769,1749,912,136,179,833,27,124,153
25042,31,2,Retired,Tier_2,5008,1554,712,2841,1564,798,1103,1587,764,2265,524,8,2074,6321,245,366,58,183,177,6,23,149
94665,62,0,Professional,Tier_2,18933,0,2651,11876,7542,3277,2167,3913,4305,0,2603,13,12620,37397,2962,1152,415,255,763,205,0,188
17083,41,1,Student,Tier_1,5125,0,524,1771,1263,710,401,1243,744,1617,347,6,1065,3337,455,181,48,49,327,19,51,48
12903,18,3,Retired,Tier_1,3871,0,455,1606,804,560,482,688,614,1179,207,5,658,2437,348,117,152,27,42,20,6,23
28429,63,4,Retired,Tier_2,5686,0,1334,3353,2115,900,764,1359,1220,2262,836,6,1749,8600,784,230,193,199,93,14,0,52
28082,62,4,Professional,Tier_2,5616,0,984,3531,1880,901,1307,2052,1348,1865,623,10,2731,7974,413,139,131,157,322,50,84,162
55544,47,4,Self_Employed,Tier_2,11109,6982,2416,7089,2876,2732,2774,4322,2079,4139,794,13,6991,8232,1100,644,520,627,1167,81,87,149
16139,27,3,Retired,Tier_2,3228,0,603,2285,1155,739,398,657,486,997,413,6,1049,5179,678,135,113,58,164,9,17,64
89628,27,0,Professional,Tier_1,26889,0,2408,10611,5551,2412,4317,6030,2885,0,2636,14,12565,25889,808,373,414,485,1733,142,0,551
144710,45,0,Self_Employed,Tier_2,28942,0,4725,20474,10382,4870,6316,7861,4620,0,1750,20,29584,54771,5947,3025,401,1350,2278,61,0,258
29075,21,0,Retired,Tier_2,5815,4779,941,3040,1864,1400,912,1842,1126,0,753,10,2839,6603,822,241,266,86,426,10,0,200
81530,31,4,Retired,Tier_2,16306,0,4058,8260,4776,1874,2935,5166,3052,6370,1441,13,10962,27294,1914,488,294,834,1026,117,147,217
12884,29,1,Retired,Tier_2,2577,0,470,1406,758,627,409,1005,441,987,384,6,771,3819,321,152,99,48,166,14,45,58
70907,55,2,Professional,Tier_2,14181,12466,1579,9070,3921,3483,2512,4966,2588,5055,1720,11,7791,9366,1795,837,983,158,1018,114,83,311
69340,64,4,Professional,Tier_2,13868,9095,2582,9663,5323,1567,2457,4055,3114,5363,1212,11,7758,11042,2404,1417,426,581,412,74,103,195
59856,54,3,Self_Employed,Tier_2,11971,0,2214,8870,4705,1651,2560,4225,2617,3387,768,13,7988,16888,1109,1262,269,225,247,40,47,197
29629,27,0,Retired,Tier_2,5926,0,1020,3361,2104,611,1182,1663,1321,0,375,9,2702,12068,699,551,88,295,470,9,0,78
2823,58,2,Student,Tier_2,565,0,84,329,148,132,63,116,128,220,53,9,240,986,97,39,30,5,13,5,8,10
17954,44,0,Self_Employed,Tier_3,2693,2484,493,2023,1161,431,520,852,859,0,516,9,1546,5923,561,100,111,123,221,31,0,57
18183,59,0,Student,Tier_2,3637,2585,476,2102,950,520,409,970,763,0,341,8,1456,5430,173,241,87,46,256,32,0,18
13716,29,0,Retired,Tier_2,2743,1324,312,1642,814,656,450,789,683,0,333,7,987,3968,452,69,57,108,207,24,0,89
33082,39,1,Professional,Tier_1,9925,6494,1037,4325,1692,1043,1141,1661,1073,3030,431,10,1229,1229,1015,462,59,157,262,38,107,123
21456,21,2,Student,Tier_2,4291,0,892,2742,1714,678,658,1458,977,1422,419,7,1522,6204,691,455,37,193,279,31,64,79
15510,46,4,Professional,Tier_2,3102,0,580,1596,974,459,393,626,481,998,230,7,1035,6070,349,173,109,60,128,1,32,14
12860,53,1,Retired,Tier_2,2572,0,263,1625,749,611,399,908,421,1007,180,7,955,4126,361,121,43,85,255,10,16,43
16925,62,3,Self_Employed,Tier_1,5077,3324,762,2346,887,839,689,1125,736,1498,411,5,0,-769,466,174,246,46,331,9,0,29
73582,31,3,Student,Tier_2,14716,0,2354,9791,3996,3377,1742,4392,2960,4341,1241,10,7617,24670,1982,1115,930,298,1152,116,9,235
17679,29,4,Professional,Tier_2,3536,0,726,2346,1005,480,632,1334,540,1109,194,8,1369,5777,443,279,63,159,351,8,39,32
19871,62,2,Student,Tier_3,2981,2856,853,2079,1258,782,814,818,618,1701,425,7,1423,4686,477,376,54,233,240,6,47,42
20818,37,4,Retired,Tier_3,3123,2224,714,2621,1127,696,545,877,728,1473,476,8,1745,6216,534,333,44,75,117,13,29,51
39346,62,1,Self_Employed,Tier_2,7869,6981,1722,4452,2078,1773,1875,1965,1945,2010,412,6,2235,6264,1160,184,130,319,170,11,20,83
43215,40,2,Retired,Tier_2,8643,0,1655,5982,3040,1946,1040,2446,1979,3525,556,12,5397,12404,762,562,207,78,157,7,145,148
2626,39,3,Professional,Tier_1,788,0,115,270,178,96,65,183,107,138,44,10,254,642,18,42,20,9,52,4,5,8
67932,51,2,Retired,Tier_1,20380,0,2751,8862,3770,3133,1613,5356,3254,3964,1322,11,7803,13529,2071,1081,501,309,1489,65,35,388
94660,38,2,Self_Employed,Tier_1,28398,7223,2358,10107,6179,2694,4163,4189,3706,6585,1006,11,10366,18051,856,509,348,768,529,81,30,202
12949,26,2,Retired,Tier_2,2590,0,353,1626,739,496,296,932,498,1291,136,7,876,3991,433,177,98,63,122,5,24,31
13782,27,4,Professional,Tier_1,4135,0,451,1403,724,671,485,585,594,1066,224,6,764,3444,97,98,171,128,33,11,35,38
20926,27,0,Retired,Tier_2,4185,0,656,2623,1496,653,976,1505,872,0,211,9,1902,7748,532,144,193,166,89,17,0,49
16385,62,1,Student,Tier_2,3277,2303,480,2176,1078,756,607,875,562,1507,413,8,1388,2351,428,196,150,174,76,4,34,76
35886,47,2,Student,Tier_3,5383,6042,1216,4207,2444,1368,1108,2775,1424,2606,819,9,3301,6494,1139,490,283,254,554,10,64,55
6322,50,2,Student,Tier_3,948,0,225,930,345,230,212,384,300,614,183,10,632,1950,71,85,58,31,92,14,9,15
12266,19,4,Student,Tier_3,1840,0,580,1490,890,450,255,801,455,684,181,10,1204,4640,167,113,49,13,55,20,23,15
102776,49,1,Self_Employed,Tier_2,20555,0,2981,11839,7509,4780,3601,7331,3189,6109,1455,19,19927,33429,2025,454,433,517,1890,47,108,406
14277,62,1,Professional,Tier_2,2855,0,309,2007,928,584,671,1014,696,1158,211,6,803,3843,222,94,98,60,279,31,10,41
81121,34,3,Student,Tier_2,16224,0,2385,8957,6166,2568,3750,4345,3580,5745,1655,14,11580,25746,1104,1383,267,329,1063,82,8,145
39864,45,1,Student,Tier_1,11959,0,1654,5580,3179,1160,881,2139,1555,2694,728,10,3963,8334,1262,632,162,124,367,31,58,193
7055,62,1,Student,Tier_2,1411,0,222,1010,445,339,245,529,353,704,168,8,541,1629,268,114,97,40,63,2,16,38
49872,34,2,Student,Tier_3,7481,0,1288,5657,3533,1998,1146,3046,1962,3259,731,12,5864,19770,1412,544,411,285,684,17,40,145
27305,31,0,Professional,Tier_2,5461,1382,863,3658,1383,1214,1027,1094,1083,0,441,8,2101,9699,628,285,246,245,162,45,0,93
20839,27,2,Retired,Tier_1,6252,0,867,2548,1085,526,702,1255,885,1402,492,6,1284,4826,515,193,155,118,186,43,2,119
36495,51,4,Student,Tier_1,10948,4188,832,4684,2374,1679,1469,2342,1503,1918,578,9,3211,3979,1361,575,115,400,267,64,94,31
43856,31,1,Retired,Tier_1,13157,0,1792,5667,2419,1943,1543,2020,1490,3855,766,12,5324,9203,482,389,341,437,280,45,192,205
52840,34,0,Professional,Tier_2,10568,0,1272,5813,2679,2361,1752,3833,2583,0,884,11,5781,21095,792,260,367,362,1016,24,0,128
77000,54,2,Retired,Tier_3,11550,6875,3804,10998,3995,1555,2361,3565,2962,4468,1901,12,9530,22965,2506,1019,187,499,249,114,160,355
41584,39,3,Retired,Tier_2,8317,7058,1386,6205,2210,1625,914,2212,1583,3171,822,12,5125,6082,1025,309,132,206,169,75,30,109
9981,35,4,Self_Employed,Tier_2,1996,1882,317,1256,777,345,406,428,467,665,199,10,985,1243,76,132,28,44,86,15,25,50
20538,52,4,Retired,Tier_1,6161,0,771,2186,1443,573,519,1528,927,1606,483,9,1889,4340,609,388,67,98,325,22,59,139
315966,35,4,Retired,Tier_3,47395,24009,7688,43217,23275,15365,14069,21674,10278,24070,7257,17,52589,77668,9866,1691,928,3660,4305,391,501,872
53559,47,2,Retired,Tier_3,8034,0,1606,5793,2951,2522,1590,3581,2358,4906,1020,12,6608,19198,591,455,688,396,366,116,214,151
199662,54,0,Student,Tier_2,39932,0,7419,20376,11933,6398,8085,13327,8575,0,2400,20,39362,81218,2484,1476,1588,1536,2756,112,0,155
91610,57,0,Student,Tier_2,18322,0,2022,11314,4891,4090,4527,6507,3463,0,1445,12,11431,35029,1062,868,1129,871,628,64,0,218
36403,23,1,Self_Employed,Tier_3,5460,0,1008,4877,2768,1299,1220,2863,1809,2817,384,7,2432,11897,738,499,269,274,766,50,43,96
38180,32,0,Self_Employed,Tier_2,7636,2938,1333,4768,2420,1708,1647,2559,1857,0,686,7,2582,10627,920,641,331,101,637,75,0,68
29135,52,3,Retired,Tier_2,5827,5660,1171,3195,2231,1115,1275,1887,1187,2892,542,9,2151,2151,408,222,258,368,361,15,13,113
7470,43,4,Student,Tier_2,1494,0,219,927,518,342,157,473,290,546,211,7,559,2295,227,46,100,39,42,9,5,15
30436,58,2,Retired,Tier_1,9131,0,1180,3295,2358,747,1100,1291,965,2991,541,10,2933,6838,851,158,190,121,328,11,112,52
79023,44,4,Student,Tier_2,15805,0,2176,11507,5618,3307,2349,5799,2521,5818,1045,10,8212,23078,2963,448,341,339,1709,83,165,181
18569,47,4,Self_Employed,Tier_2,3714,0,613,2258,1233,523,620,1344,837,1706,305,6,1113,5416,238,78,83,96,332,16,44,90
41711,28,3,Professional,Tier_3,6257,0,1363,4832,2098,1215,1210,3296,1714,2256,659,12,5121,16812,840,433,248,221,804,27,49,44
59292,41,4,Professional,Tier_2,11858,7518,1249,8260,3529,1859,2149,4026,2417,4690,1555,14,8435,10182,619,1058,459,593,689,33,95,257
14490,31,4,Retired,Tier_1,4347,0,698,1846,996,332,682,970,605,1098,354,5,745,2562,340,192,24,70,70,3,55,96
20908,40,3,Self_Employed,Tier_2,4182,0,891,2235,1670,870,450,900,819,1981,233,10,2084,6678,302,322,231,68,91,10,72,18
13288,26,3,Student,Tier_2,2658,0,500,1403,870,657,351,623,412,735,196,9,1154,4884,370,215,160,61,163,6,10,40
15541,59,0,Retired,Tier_1,4662,1005,462,1762,1085,488,727,1103,744,0,269,7,1153,3232,99,93,98,121,100,13,0,36
10709,64,4,Retired,Tier_2,2142,0,479,1480,836,216,238,735,442,982,110,10,1045,3050,151,46,39,34,113,14,30,8
14597,35,1,Student,Tier_2,2919,0,600,1789,781,462,453,1110,669,1458,240,5,775,4115,224,174,37,74,119,7,26,26
93388,56,1,Retired,Tier_1,28016,0,2257,10212,6165,1940,2572,3893,4453,8299,2489,13,12440,23092,2269,1801,290,623,992,148,217,703
14423,36,1,Student,Tier_2,2885,0,533,1470,1062,542,364,734,669,948,310,10,1440,4906,249,113,99,76,83,32,40,77
33194,22,3,Self_Employed,Tier_1,9958,0,927,3936,2040,1384,935,2425,1546,2220,972,8,2756,6851,1055,248,86,234,379,2,105,257
20064,35,4,Self_Employed,Tier_2,4013,1232,838,2242,1357,585,751,1073,844,1582,404,5,1024,5141,525,384,87,38,77,23,49,26
77037,50,0,Professional,Tier_2,15407,0,2517,11359,5484,1954,3778,3610,2693,0,1746,13,9650,28490,1204,328,459,656,860,65,0,326
85638,61,4,Self_Employed,Tier_2,17128,16669,2365,9425,6247,1813,2777,4561,3206,5085,2479,11,9474,13883,1418,1547,368,165,405,115,178,140
59887,55,1,Student,Tier_1,17966,0,2848,8094,3469,2769,2000,4002,2805,3231,1296,13,7760,11408,1772,716,748,351,1166,139,19,262
38325,30,2,Self_Employed,Tier_1,11498,0,1814,4271,2151,1346,1226,2016,1611,1926,495,7,2708,9972,772,427,194,258,383,31,63,124
24937,26,1,Self_Employed,Tier_1,7481,2863,1113,2574,1936,548,1213,1720,1019,2400,709,9,1361,1361,758,421,55,118,401,15,66,153
11562,43,3,Student,Tier_1,3469,2212,264,1162,586,349,277,900,457,1035,160,9,690,690,183,44,66,61,228,10,23,40
142027,18,4,Student,Tier_1,42608,0,6058,16097,10529,4702,4142,9623,4944,12863,1753,17,24793,28709,4815,2860,931,837,537,62,170,219
16337,29,3,Self_Employed,Tier_1,4901,0,366,2375,925,520,341,1242,771,1041,470,7,1188,3383,591,274,150,67,203,19,25,60
51015,41,0,Retired,Tier_2,10203,0,1180,5703,3719,2342,1547,2982,1616,0,807,13,6623,20915,968,586,390,325,435,60,0,153
70025,18,4,Self_Employed,Tier_2,14005,0,1742,8938,4628,2278,1984,5394,2351,5719,1555,10,7296,21432,1810,735,360,258,1034,51,155,78
19240,21,4,Student,Tier_1,5772,0,783,2156,1251,546,525,1323,668,1691,451,9,1827,4074,407,71,131,100,148,33,27,40
68828,24,4,Student,Tier_1,20648,0,2170,9338,4153,2252,1837,2973,3355,5193,1054,14,9338,15855,976,317,499,187,400,14,82,99
55289,45,2,Retired,Tier_1,16587,0,2505,7650,4297,1722,1659,2665,2489,5052,1598,12,6545,9066,502,1066,340,429,293,79,59,441
119530,54,4,Retired,Tier_2,23906,0,5066,13199,6625,2667,3295,6706,4279,7538,3357,24,28887,42894,2196,1657,664,636,1496,122,331,759
20609,22,2,Self_Employed,Tier_1,6183,2814,887,2114,1064,1024,451,1211,977,1692,325,10,1868,1868,294,233,114,96,154,11,60,20
10724,56,4,Self_Employed,Tier_1,3217,0,514,1143,714,363,299,694,440,927,263,6,659,2150,67,171,101,35,66,18,27,72
20021,49,1,Professional,Tier_2,4004,3170,758,2494,1064,519,987,1384,720,1388,511,5,1005,3022,323,291,45,60,355,23,38,92
35456,48,0,Student,Tier_3,5318,3257,1617,4262,2387,1208,1714,1461,1538,0,590,9,3260,12105,1021,312,305,184,391,20,0,43
31430,61,4,Self_Employed,Tier_2,6286,0,870,3304,2063,1132,1302,1540,1096,1843,669,8,2537,11325,776,233,70,162,434,43,74,88
21899,32,3,Student,Tier_1,6570,0,1041,2317,1535,701,564,884,739,1870,592,7,1556,5086,309,334,78,151,225,5,33,148
6513,20,1,Student,Tier_2,1303,0,314,833,495,197,243,398,231,526,101,5,340,1872,47,30,35,69,97,6,1,7
43710,63,3,Student,Tier_2,8742,0,1386,6541,2654,1797,1976,3359,1448,3634,993,12,5347,11180,1086,473,520,228,183,13,83,289
145340,64,3,Retired,Tier_3,21801,0,4362,21268,9845,5837,3389,6764,5283,9438,2807,25,35920,54547,4322,862,1411,420,1196,105,41,613
43493,64,2,Student,Tier_2,8699,0,1259,6277,2832,1277,1562,1787,2080,2310,683,14,6012,14729,1518,721,310,356,94,38,40,66
48838,32,0,Self_Employed,Tier_2,9768,0,1681,5069,2702,1788,1426,2075,1598,0,911,11,5134,21819,933,248,205,184,308,37,0,148
47425,60,3,Professional,Tier_1,14228,2852,1890,5012,2924,1143,1519,2829,1822,3531,1343,11,5317,8334,928,281,132,148,647,3,4,215
41216,35,1,Retired,Tier_2,8243,6921,1451,5584,2695,1426,1495,3169,1824,2411,987,14,5010,5010,799,354,199,267,202,9,63,258
63214,38,0,Professional,Tier_1,18964,4756,2265,9129,3317,2210,2173,3274,2712,0,1631,11,6675,12783,2184,351,629,342,294,109,0,266
41161,27,1,Self_Employed,Tier_2,8232,6481,898,4735,2317,1059,1958,1860,1927,2264,1222,14,5878,8208,241,636,101,113,451,53,23,206
23361,38,3,Retired,Tier_3,3504,1433,1096,2918,1485,600,841,1294,871,1426,273,9,1997,7620,337,373,79,158,127,18,44,76
15870,43,0,Professional,Tier_2,3174,0,400,1897,1093,384,641,1197,652,0,474,9,1488,5957,513,225,108,125,189,30,0,86
24582,58,4,Retired,Tier_3,3687,3350,1024,2626,1688,1130,902,1101,1189,1765,379,6,1461,5740,605,486,137,102,276,50,19,78
38571,20,3,Student,Tier_2,7714,0,1122,4667,2201,1623,1239,1721,1695,2723,466,8,3242,13400,1122,616,282,242,213,56,26,101
23297,18,3,Self_Employed,Tier_2,4659,3797,794,2822,1833,605,610,1103,1087,2154,352,6,1412,3481,746,399,104,65,238,30,15,102
38577,38,2,Self_Employed,Tier_2,7715,0,780,5086,2240,1741,865,1602,1356,2228,923,9,3594,14041,1428,121,98,136,411,46,79,54
42628,28,1,Self_Employed,Tier_2,8526,2254,1897,5865,2727,1254,1719,2065,1480,2352,856,14,6103,11635,1094,488,115,481,154,27,32,175
58425,33,4,Student,Tier_2,11685,6325,2853,8139,3865,1773,1346,4623,2458,5308,638,13,7526,9412,1150,1103,257,80,531,15,114,154
83716,52,0,Student,Tier_1,25115,11574,1984,9059,5083,1831,1884,5979,3670,0,975,12,10167,16562,1416,1062,458,560,836,0,0,223
31932,38,3,Student,Tier_1,9580,5420,823,4173,2120,1334,1516,2236,1200,2130,545,9,855,855,826,196,179,139,655,51,65,151
10538,58,3,Self_Employed,Tier_1,3161,0,234,1175,646,282,518,710,468,1032,205,9,962,2107,193,95,64,35,42,9,50,49
22762,28,4,Student,Tier_2,4552,2019,509,3158,1487,764,866,1705,844,1841,525,10,2257,4492,760,356,51,187,192,35,68,47
31076,48,3,Self_Employed,Tier_2,6215,0,1134,3875,2105,759,651,1357,1100,2766,325,9,2831,10789,850,371,179,88,361,33,13,45
6907,18,1,Retired,Tier_2,1381,0,172,814,369,299,296,366,216,663,85,7,494,2245,240,50,81,77,81,8,27,16
91116,58,0,Retired,Tier_1,27335,0,2428,13096,6496,3159,3228,6209,4520,0,1787,14,13075,22857,843,778,236,724,470,24,0,353
33619,49,4,Student,Tier_2,6724,0,1128,4818,2431,1620,1454,2416,1504,2756,656,7,2195,8113,604,351,320,135,260,46,90,191
40702,20,4,Student,Tier_1,12211,7018,1401,5955,2136,1088,1319,2974,1493,3554,527,10,1026,1026,1251,119,136,263,228,52,30,51
89445,49,2,Student,Tier_2,17889,0,2561,11511,4598,1917,3788,7086,4027,4588,1156,10,8998,30324,2999,260,263,1027,988,108,4,134
18121,59,0,Retired,Tier_2,3624,0,896,2424,1314,546,795,1133,803,0,514,9,1683,6073,469,261,65,76,83,35,0,42
47486,22,4,Student,Tier_2,9497,6989,1111,5768,3730,1706,1728,2319,1550,3933,1161,15,6936,7992,1632,278,195,158,167,41,146,102
27476,60,3,Retired,Tier_1,8243,2803,707,3985,1693,1029,1348,1340,1359,1865,711,8,2120,2393,228,358,182,299,194,46,5,38
25892,54,0,Professional,Tier_2,5178,0,851,3220,1989,1160,756,1642,1230,0,403,8,2185,9462,536,366,273,216,289,58,0,110
16175,29,1,Student,Tier_2,3235,0,464,2214,1223,597,783,1103,631,1124,372,7,1181,4428,611,125,149,220,172,25,43,41
113713,31,4,Professional,Tier_3,17057,0,5116,16166,6376,2811,2425,7188,5395,7006,3053,24,27475,41120,3527,1251,364,159,1184,61,275,522
22216,61,1,Self_Employed,Tier_2,4443,2109,562,2700,1508,846,981,1525,1030,1150,254,10,2213,5108,637,250,156,173,387,45,27,74
52498,26,4,Self_Employed,Tier_2,10500,8153,2175,7451,2651,1329,1932,2743,2613,4934,826,11,5984,7190,2105,303,73,190,549,53,233,86
6694,24,3,Retired,Tier_3,1004,1062,159,966,512,299,203,391,251,645,165,7,471,1038,95,42,68,41,37,4,4,39
77107,33,2,Retired,Tier_1,23132,0,2162,7751,5060,1760,1718,4245,3161,5578,2059,14,10725,20479,2204,1045,372,362,856,139,170,309
69614,45,3,Retired,Tier_2,13923,0,2938,8484,5483,1715,2833,4237,2130,5349,1372,14,9798,21152,1874,1036,315,411,594,14,57,273
32432,24,1,Professional,Tier_2,6486,4721,735,4793,1959,1049,1306,2033,1064,2250,631,8,2637,5403,952,467,294,84,204,20,26,181
25019,31,0,Self_Employed,Tier_3,3753,2918,1182,2571,1268,658,1045,1687,782,0,651,10,2427,8504,267,352,162,175,349,39,0,160
41314,49,1,Retired,Tier_2,8263,0,1225,5042,2421,1511,1747,1723,1606,2439,540,15,6132,14798,1261,568,403,273,265,0,66,60
187210,25,2,Retired,Tier_2,37442,9980,5620,26339,11241,7879,4411,13246,8889,14030,3660,19,36209,44473,4456,2032,1029,997,2390,277,518,775
7320,44,4,Student,Tier_1,2196,996,198,909,474,302,335,553,342,422,96,8,498,498,88,100,36,58,35,9,20,23
56082,20,4,Professional,Tier_2,11216,0,2588,7653,3065,1378,1369,4266,2269,4538,820,13,7263,16921,1364,191,72,274,387,106,136,200
14467,44,1,Professional,Tier_1,4340,2052,567,2069,1017,659,535,907,684,1195,394,5,48,48,485,193,60,91,157,28,32,84
29526,47,0,Self_Employed,Tier_2,5905,2540,630,3252,1543,814,1296,1942,1367,0,404,5,1618,9832,327,165,156,154,518,47,0,28
24604,51,4,Self_Employed,Tier_1,7381,1980,1168,2720,1402,593,1230,1532,944,1580,331,8,2021,3744,301,162,145,193,239,18,62,20
21297,43,4,Retired,Tier_1,6389,0,1021,2924,1068,695,549,1215,1040,1752,420,6,1244,4223,593,288,112,154,360,5,75,63
29750,54,2,Professional,Tier_1,8925,5344,1086,3506,1969,629,854,1310,1120,2775,859,6,1373,1373,330,269,138,108,230,0,82,149
12108,57,2,Self_Employed,Tier_2,2422,0,357,1392,683,302,350,564,553,1076,198,9,1036,4212,240,132,32,69,36,26,18,31
68343,39,0,Professional,Tier_2,13669,0,1697,8928,4647,2570,2825,3292,3219,0,1374,12,8143,26122,2245,1084,726,187,634,137,0,386
7141,49,4,Retired,Tier_1,2142,0,199,1059,478,145,252,354,309,457,178,7,487,1568,180,120,43,30,78,12,20,36
46201,58,3,Retired,Tier_1,13860,0,2139,5041,3399,1544,1473,3263,1851,2928,825,10,4813,9878,917,968,328,112,878,36,29,149
23103,19,1,Retired,Tier_3,3465,1778,605,3136,1639,1002,1118,1283,783,2261,327,8,1850,5706,502,155,211,214,238,31,62,42
11757,64,4,Retired,Tier_2,2351,0,288,1570,605,328,438,536,394,857,337,7,834,4053,244,134,58,104,72,5,1,78
